Year,Occupation Type,Occupation Sub-Type,Occupation Sub-Type2,Occupation,Gender,Numberofworkers,Medianweeklyearnings,Standarderrorofmedian
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Logisticians,Total,111,"$1,011",87
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Management analysts,Total,585,"$1,476",41
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Meeting, convention, and event planners",Total,119,$867,49
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Fundraisers,Total,64,"$1,111",88
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Market research analysts and marketing specialists,Total,246,"$1,171",97
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Business operations specialists, all other",Total,257,"$1,125",60
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Accountants and auditors,Total,"1,451","$1,153",13
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Appraisers and assessors of real estate,Total,31,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Budget analysts,Total,48,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Credit analysts,Total,28,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Financial analysts,Total,277,"$1,525",108
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Personal financial advisors,Total,399,"$1,404",32
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Insurance underwriters,Total,102,"$1,113",106
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Financial examiners,Total,13,–,–
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Credit counselors and loan officers,Total,351,"$1,054",93
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Tax examiners and collectors, and revenue agents",Total,58,"$1,138",62
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,Tax preparers,Total,53,"$1,049",75
2016,"Management, professional, and related ","Management, business, and financial operations ",Business and financial operations,"Financial specialists, all other",Total,56,"$1,155",136
2016,"Management, professional, and related ",Professional and related,,,Total,"26,907","$1,141",4
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,,Total,"4,104","$1,443",18
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Computer and information research scientists,Total,20,–,–
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Computer systems analysts,Total,496,"$1,393",35
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Information security analysts,Total,85,"$1,617",131
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Computer programmers,Total,403,"$1,398",60
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,"Software developers, applications and systems software",Total,"1,351","$1,776",37
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Web developers,Total,142,"$1,236",44
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Computer support specialists,Total,491,"$1,060",43
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Database administrators,Total,83,"$1,731",199
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Network and computer systems administrators,Total,197,"$1,232",44
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Computer network architects,Total,105,"$1,502",50
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,"Computer occupations, all other",Total,524,"$1,195",47
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Actuaries,Total,12,–,–
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Mathematicians,Total,4,–,–
2016,"Management, professional, and related ",Professional and related,Computer and mathematical ,Operations research analysts,Total,125,"$1,315",51
